9441
971	1	0
970	1	0
969	1	0
968	1	0
967	1	0
781	1	0
779	1	0
778	1	0
776	1	0
775	1	0
774	1	0
771	1	0
770	1	0
769	1	0
758	1	0
756	1	0
755	1	0
754	1	0
753	1	0
752	1	0
750	1	0
747	1	0
746	1	0
745	1	0
744	1	0
734	1	0
733	1	0
732	1	0
731	1	0
729	1	0
728	1	0
726	1	0
725	1	0
724	1	0
723	1	0
720	1	0
659	1	0
658	1	0
657	1	0
642	1	0
712	1	0
704	1	0
703	1	0
702	1	0
701	1	0
700	1	0
699	1	0
698	1	0
697	1	0
696	1	0
695	1	0
694	1	0
693	1	0
692	1	0
691	1	0
690	1	0
689	1	0
688	1	0
687	1	0
686	1	0
685	1	0
684	1	0
683	1	0
682	1	0
681	1	0
680	1	0
679	1	0
678	1	0
677	1	0
676	1	0
675	1	0
674	1	0
673	1	0
672	1	0
671	1	0
670	1	0
669	1	0
668	1	0
667	1	0
666	1	0
665	1	0
664	1	0
663	1	0
662	1	0
661	1	0
660	1	0
639	1	0
638	1	0
637	1	0
636	1	0
635	1	0
640	1	0
99	1	0
98	1	0
97	1	0
96	1	0
95	1	0
94	1	0
93	1	0
577	1	0
571	1	0
570	1	0
569	1	0
568	1	0
567	1	0
566	1	0
565	1	0
564	1	0
563	1	0
562	1	0
560	1	0
560	1	0
556	1	0
556	1	0
552	1	0
551	1	0
551	1	0
546	1	0
541	1	0
541	1	0
541	1	0
540	1	0
539	1	0
538	1	0
537	1	0
536	1	0
534	1	0
533	1	0
529	1	0
529	1	0
528	1	0
528	1	0
527	1	0
527	1	0
527	1	0
527	1	0
526	1	0
524	1	0
523	1	0
522	1	0
520	1	0
907	1	0
517	1	0
516	1	0
486	1	0
485	1	0
484	1	0
475	1	0
473	1	0
471	1	0
469	1	0
467	1	0
463	1	0
448	1	0
440	1	0
434	1	0
433	1	0
415	1	0
407	1	0
390	1	0
388	1	0
387	1	0
386	1	0
385	1	0
384	1	0
383	1	0
383	1	0
368	1	0
367	1	0
364	1	0
363	1	0
352	1	0
345	1	0
342	1	0
340	1	0
339	1	0
326	1	0
325	1	0
324	1	0
310	1	0
308	1	0
306	1	0
306	1	0
305	1	0
304	1	0
303	1	0
302	1	0
301	1	0
300	1	0
299	1	0
298	1	0
296	1	0
24	1	0
45	1	0
48	1	0
51	1	0
58	1	0
58	1	0
60	1	0
61	1	0
64	1	0
67	1	0
68	1	0
70	1	0
32	1	0
122	1	0
139	1	0
140	1	0
141	1	0
142	1	0
112	1	0
113	1	0
115	1	0
118	1	0
119	1	0
161	1	0
165	1	0
191	1	0
209	1	0
211	1	0
212	1	0
216	1	0
217	1	0
224	1	0
158	1	0
243	1	0
245	1	0
260	1	0
265	1	0
277	1	0
278	1	0
279	1	0
280	1	0
281	1	0
282	1	0
283	1	0
288	1	0
291	1	0
292	1	0
293	1	0
294	1	0
295	1	0
971	2	0
970	2	0
969	2	0
968	2	0
967	2	0
768	2	0
767	2	0
764	2	0
761	2	0
760	2	0
743	2	0
742	2	0
738	2	0
737	2	0
736	2	0
656	2	0
655	2	0
652	2	0
650	2	0
649	2	0
648	2	0
647	2	0
645	2	0
714	2	0
711	2	0
709	2	0
708	2	0
704	2	0
703	2	0
702	2	0
701	2	0
700	2	0
699	2	0
698	2	0
697	2	0
696	2	0
695	2	0
694	2	0
693	2	0
692	2	0
691	2	0
690	2	0
689	2	0
688	2	0
687	2	0
686	2	0
685	2	0
684	2	0
683	2	0
682	2	0
681	2	0
680	2	0
679	2	0
678	2	0
677	2	0
676	2	0
675	2	0
674	2	0
673	2	0
672	2	0
671	2	0
670	2	0
669	2	0
668	2	0
571	2	0
569	2	0
563	2	0
560	2	0
552	2	0
546	2	0
542	2	0
541	2	0
541	2	0
541	2	0
540	2	0
539	2	0
537	2	0
536	2	0
534	2	0
534	2	0
534	2	0
527	2	0
527	2	0
527	2	0
527	2	0
524	2	0
521	2	0
517	2	0
516	2	0
471	2	0
470	2	0
411	2	0
410	2	0
408	2	0
407	2	0
406	2	0
405	2	0
404	2	0
403	2	0
24	2	0
45	2	0
51	2	0
60	2	0
32	2	0
122	2	0
142	2	0
211	2	0
212	2	0
216	2	0
217	2	0
224	2	0
228	2	0
974	2	0
243	2	0
245	2	0
265	2	0
278	2	0
282	2	0
283	2	0
288	2	0
295	2	0
296	2	0
298	2	0
300	2	0
302	2	0
303	2	0
304	2	0
305	2	0
308	2	0
310	2	0
325	2	0
329	2	0
330	2	0
342	2	0
345	2	0
354	2	0
363	2	0
364	2	0
367	2	0
368	2	0
386	2	0
387	2	0
389	2	0
392	2	0
393	2	0
394	2	0
395	2	0
400	2	0
401	2	0
969	3	0
967	3	0
605	3	0
397	3	0
575	3	0
574	3	0
573	3	0
572	3	0
570	3	0
570	3	0
568	3	0
568	3	0
566	3	0
564	3	0
556	3	0
555	3	0
540	3	0
539	3	0
538	3	0
537	3	0
535	3	0
534	3	0
528	3	0
528	3	0
527	3	0
48	3	0
55	3	0
58	3	0
60	3	0
61	3	0
64	3	0
67	3	0
68	3	0
70	3	0
32	3	0
32	3	0
33	3	0
35	3	0
109	3	0
972	3	0
132	3	0
134	3	0
135	3	0
146	3	0
148	3	0
150	3	0
110	3	0
118	3	0
173	3	0
181	3	0
182	3	0
216	3	0
270	3	0
274	3	0
294	3	0
301	3	0
334	3	0
349	3	0
364	3	0
387	3	0
433	3	0
437	3	0
439	3	0
459	3	0
461	3	0
463	3	0
475	3	0
485	3	0
486	3	0
503	3	0
515	3	0
526	3	0
527	3	0
527	3	0
527	3	0
522	4	0
386	4	0
383	4	0
383	4	0
368	4	0
367	4	0
363	4	0
345	4	0
306	4	0
306	4	0
301	4	0
293	4	0
64	4	0
24	4	0
556	5	0
556	5	0
543	5	0
526	5	0
507	5	0
498	5	0
497	5	0
490	5	0
484	5	0
468	5	0
445	5	0
434	5	0
239	5	0
237	5	0
236	5	0
235	5	0
359	5	0
358	5	0
357	5	0
356	5	0
355	5	0
353	5	0
352	5	0
351	5	0
350	5	0
348	5	0
347	5	0
346	5	0
344	5	0
343	5	0
342	5	0
340	5	0
324	5	0
323	5	0
294	5	0
275	5	0
273	5	0
172	5	0
973	5	0
127	5	0
972	5	0
972	5	0
126	5	0
123	5	0
522	6	0
340	7	0
324	7	0
323	7	0
561	8	0
558	8	0
556	8	0
556	8	0
551	8	0
551	8	0
537	8	0
529	8	0
529	8	0
527	8	0
527	8	0
527	8	0
527	8	0
526	8	0
508	8	0
497	8	0
971	21	0
966	21	0
965	21	0
964	21	0
963	21	0
962	21	0
961	21	0
960	21	0
959	21	0
958	21	0
957	21	0
956	21	0
955	21	0
954	21	0
953	21	0
952	21	0
951	21	0
950	21	0
949	21	0
948	21	0
947	21	0
946	21	0
945	21	0
944	21	0
943	21	0
942	21	0
941	21	0
940	21	0
939	21	0
938	21	0
937	21	0
936	21	0
935	21	0
934	21	0
933	21	0
932	21	0
931	21	0
930	21	0
929	21	0
928	21	0
927	21	0
926	21	0
925	21	0
924	21	0
922	21	0
921	21	0
920	21	0
899	21	0
898	21	0
897	21	0
896	21	0
895	21	0
894	21	0
893	21	0
892	21	0
891	21	0
890	21	0
889	21	0
888	21	0
887	21	0
886	21	0
905	21	0
904	21	0
903	21	0
902	21	0
901	21	0
900	21	0
799	21	0
798	21	0
797	21	0
796	21	0
885	21	0
884	21	0
883	21	0
882	21	0
881	21	0
880	21	0
879	21	0
878	21	0
877	21	0
876	21	0
875	21	0
874	21	0
873	21	0
872	21	0
871	21	0
870	21	0
869	21	0
868	21	0
867	21	0
866	21	0
864	21	0
863	21	0
862	21	0
861	21	0
860	21	0
859	21	0
858	21	0
857	21	0
856	21	0
855	21	0
854	21	0
853	21	0
852	21	0
851	21	0
850	21	0
849	21	0
848	21	0
847	21	0
846	21	0
845	21	0
844	21	0
843	21	0
842	21	0
841	21	0
840	21	0
839	21	0
838	21	0
837	21	0
836	21	0
835	21	0
834	21	0
833	21	0
832	21	0
831	21	0
830	21	0
829	21	0
828	21	0
827	21	0
